%t(ns)	sin(t)	cos(t)	saw(t)	startConv
230500		511		511		511		1
231500		511		511		-498		1
232500		511		511		-467		1
233500		511		511		-437		1
234500		511		511		-407		1
235500		511		511		-377		1
236500		511		511		-346		1
237500		511		511		-316		1
238500		511		511		-286		1
239500		511		511		-256		1
240500		511		425		-225		1
241500		511		280		-195		1
242500		511		135		-165		1
243500		502		-7		-135		1
244500		466		-139		-104		1
245500		429		-257		-74		1
246500		391		-357		-44		1
247500		353		-435		-14		1
248500		314		-489		17		1
249500		275		-512		47		1
250500		237		-512		77		1
251500		198		-489		107		1
252500		159		-435		138		1
253500		121		-357		168		1
254500		83		-257		198		1
255500		46		-139		228		1
256500		10		-7		259		1
257500		-26		135		289		1
258500		-60		280		319		1
259500		-93		425		349		1
260500		-124		511		380		1
261500		-154		511		410		1
262500		-183		511		440		1
263500		-210		511		470		1
264500		-234		511		501		1
265500		-257		511		511		1
266500		-278		511		511		1
267500		-297		511		511		1
268500		-314		511		511		1
269500		-328		511		511		1
270500		-340		511		511		1
271500		-350		511		511		1
272500		-357		511		511		1
273500		-362		472		511		1
274500		-364		329		511		1
275500		-364		183		511		1
276500		-362		40		511		1
277500		-357		-96		511		1
278500		-350		-219		511		1
279500		-340		-326		511		1
280500		-328		-412		511		1
281500		-314		-474		511		1
282500		-297		-510		-506		1
283500		-278		-512		-476		1
284500		-257		-501		-446		1
285500		-234		-456		-415		1
286500		-210		-386		-385		1
287500		-183		-293		-355		1
288500		-154		-180		-325		1
289500		-124		-52		-294		1
290500		-93		87		-264		1
291500		-60		232		-234		1
292500		-26		377		-204		1
293500		10		511		-173		1
294500		46		511		-143		1
295500		83		511		-113		1
296500		121		511		-83		1
297500		159		511		-52		1
298500		198		511		-22		1
299500		237		511		8		1
300500		275		511		38		1
301500		314		511		69		1
302500		353		511		99		1
303500		391		511		129		1
304500		429		511		159		1
305500		466		511		190		1
306500		502		511		220		1
307500		511		377		250		1
308500		511		232		280		1
309500		511		87		311		1
310500		511		-52		341		1
311500		511		-180		371		1
312500		511		-293		401		1
313500		511		-386		432		1
314500		511		-456		462		1
315500		511		-501		492		1
316500		511		-512		511		1
317500		511		-510		511		1
318500		511		-474		511		1
319500		511		-412		511		1
320500		511		-326		511		1
321500		511		-219		511		1
322500		511		-96		511		1
323500		511		40		511		1
324500		511		183		511		1
325500		511		329		511		1
326500		511		472		511		1
327500		511		511		511		1
328500		511		511		511		1
329500		511		511		511		1
330500		511		511		511		1
331500		511		511		511		1
332500		511		511		511		1
333500		511		511		-512		1
334500		511		511		-484		1
335500		511		511		-454		1
336500		511		511		-424		1
337500		511		511		-394		1
338500		511		511		-363		1
339500		511		511		-333		1
340500		511		425		-303		1
341500		511		280		-273		1
342500		511		135		-242		1
343500		502		-7		-212		1
344500		466		-139		-182		1
345500		429		-257		-152		1
346500		391		-357		-121		1
347500		353		-435		-91		1
348500		314		-489		-61		1
349500		275		-512		-31		1
350500		237		-512		0		1
351500		198		-489		30		1
352500		159		-435		60		1
353500		121		-357		90		1
354500		83		-257		121		1
355500		46		-139		151		1
356500		10		-7		181		1
357500		-26		135		211		1
358500		-60		280		242		1
359500		-93		425		272		1
360500		-124		511		302		1
361500		-154		511		332		1
362500		-183		511		363		1
363500		-210		511		393		1
364500		-234		511		423		1
365500		-257		511		453		1
366500		-278		511		484		1
367500		-297		511		511		1
368500		-314		511		511		1
369500		-328		511		511		1
370500		-340		511		511		1
371500		-350		511		511		1
372500		-357		511		511		1
373500		-362		472		511		1
374500		-364		329		511		1
375500		-364		183		511		1
376500		-362		40		511		1
377500		-357		-96		511		1
378500		-350		-219		511		1
379500		-340		-326		511		1
380500		-328		-412		511		1
381500		-314		-474		511		1
382500		-297		-510		511		1
383500		-278		-512		511		1
384500		-257		-501		511		1
385500		-234		-456		-493		1
386500		-210		-386		-463		1
387500		-183		-293		-432		1
388500		-154		-180		-402		1
389500		-124		-52		-372		1
390500		-93		87		-342		1
391500		-60		232		-311		1
392500		-26		377		-281		1
393500		10		511		-251		1
394500		46		511		-221		1
395500		83		511		-190		1
396500		121		511		-160		1
397500		159		511		-130		1
398500		198		511		-100		1
399500		237		511		-69		1
400500		275		511		-39		1
401500		314		511		-9		1
402500		353		511		21		1
403500		391		511		52		1
404500		429		511		82		1
405500		466		511		112		1
406500		502		511		142		1
407500		511		377		173		1
408500		511		232		203		1
409500		511		87		233		1
410500		511		-52		263		1
411500		511		-180		294		1
412500		511		-293		324		1
413500		511		-386		354		1
414500		511		-456		384		1
415500		511		-501		415		1
416500		511		-512		445		1
417500		511		-510		475		1
418500		511		-474		505		1
419500		511		-412		511		1
420500		511		-326		511		1
421500		511		-219		511		1
422500		511		-96		511		1
423500		511		40		511		1
424500		511		183		511		1
425500		511		329		511		1
426500		511		472		511		1
427500		511		511		511		1
428500		511		511		511		1
429500		511		511		511		1
430500		511		511		511		1
431500		511		511		511		1
432500		511		511		511		1
433500		511		511		511		1
434500		511		511		511		1
435500		511		511		511		1
436500		511		511		-502		1
437500		511		511		-471		1
438500		511		511		-441		1
439500		511		511		-411		1
440500		511		425		-381		1
441500		511		280		-350		1
442500		511		135		-320		1
443500		502		-7		-290		1
444500		466		-139		-259		1
445500		429		-257		-229		1
446500		391		-357		-199		1
447500		353		-435		-169		1
448500		314		-489		-138		1
449500		275		-512		-108		1
450500		237		-512		-78		1
451500		198		-489		-48		1
452500		159		-435		-17		1
453500		121		-357		13		1
454500		83		-257		43		1
455500		46		-139		73		1
456500		10		-7		104		1
457500		-26		135		134		1
458500		-60		280		164		1
459500		-93		425		194		1
460500		-124		511		225		1
461500		-154		511		255		1
462500		-183		511		285		1
463500		-210		511		315		1
464500		-234		511		346		1
465500		-257		511		376		1
466500		-278		511		406		1
467500		-297		511		436		1
468500		-314		511		467		1
469500		-328		511		497		1
470500		-340		511		511		1
471500		-350		511		511		1
472500		-357		511		511		1
473500		-362		472		511		1
474500		-364		329		511		1
475500		-364		183		511		1
476500		-362		40		511		1
477500		-357		-96		511		1
478500		-350		-219		511		1
479500		-340		-326		511		1
480500		-328		-412		511		1
481500		-314		-474		511		1
482500		-297		-510		511		1
483500		-278		-512		511		1
484500		-257		-501		511		1
485500		-234		-456		511		1
486500		-210		-386		511		1
487500		-183		-293		-510		1
488500		-154		-180		-480		1
489500		-124		-52		-450		1
490500		-93		87		-419		1
491500		-60		232		-389		1
492500		-26		377		-359		1
493500		10		511		-329		1
494500		46		511		-298		1
495500		83		511		-268		1
496500		121		511		-238		1
497500		159		511		-208		1
498500		198		511		-177		1
499500		237		511		-147		1
500500		275		511		-117		1
501500		314		511		-86		1
502500		353		511		-56		1
503500		391		511		-26		1
504500		429		511		4		1
505500		466		511		35		1
506500		502		511		65		1
507500		511		377		95		1
508500		511		232		125		1
509500		511		87		156		1
510500		511		-52		186		1
511500		511		-180		216		1
512500		511		-293		246		1
513500		511		-386		277		1
514500		511		-456		307		1
515500		511		-501		337		1
516500		511		-512		367		1
517500		511		-510		398		1
518500		511		-474		428		1
519500		511		-412		458		1
520500		511		-326		488		1
521500		511		-219		511		1
522500		511		-96		511		1
523500		511		40		511		1
524500		511		183		511		1
525500		511		329		511		1
526500		511		472		511		1
527500		511		511		511		1
528500		511		511		511		1
529500		511		511		511		1
530500		511		511		511		1
531500		511		511		511		1
532500		511		511		511		1
533500		511		511		511		1
534500		511		511		511		1
535500		511		511		511		1
536500		511		511		511		1
537500		511		511		511		1
538500		511		511		-512		1
539500		511		511		-488		1
540500		511		425		-458		1
541500		511		280		-428		1
542500		511		135		-398		1
543500		502		-7		-367		1
544500		466		-139		-337		1
545500		429		-257		-307		1
546500		391		-357		-277		1
547500		353		-435		-246		1
548500		314		-489		-216		1
549500		275		-512		-186		1
550500		237		-512		-156		1
551500		198		-489		-125		1
552500		159		-435		-95		1
553500		121		-357		-65		1
554500		83		-257		-35		1
555500		46		-139		-4		1
556500		10		-7		26		1
557500		-26		135		56		1
558500		-60		280		86		1
559500		-93		425		117		1
560500		-124		511		147		1
561500		-154		511		177		1
562500		-183		511		208		1
563500		-210		511		238		1
564500		-234		511		268		1
565500		-257		511		298		1
566500		-278		511		329		1
567500		-297		511		359		1
568500		-314		511		389		1
569500		-328		511		419		1
570500		-340		511		450		1
571500		-350		511		480		1
572500		-357		511		510		1
573500		-362		472		511		1
574500		-364		329		511		1
575500		-364		183		511		1
576500		-362		40		511		1
577500		-357		-96		511		1
578500		-350		-219		511		1
579500		-340		-326		511		1
580500		-328		-412		511		1
581500		-314		-474		511		1
582500		-297		-510		511		1
583500		-278		-512		511		1
584500		-257		-501		511		1
585500		-234		-456		511		1
586500		-210		-386		511		1
587500		-183		-293		511		1
588500		-154		-180		511		1
589500		-124		-52		511		1
590500		-93		87		-497		1
591500		-60		232		-467		1
592500		-26		377		-436		1
593500		10		511		-406		1
594500		46		511		-376		1
595500		83		511		-346		1
596500		121		511		-315		1
597500		159		511		-285		1
598500		198		511		-255		1
599500		237		511		-225		1
600500		275		511		-194		1
601500		314		511		-164		1
602500		353		511		-134		1
603500		391		511		-104		1
604500		429		511		-73		1
605500		466		511		-43		1
606500		502		511		-13		1
607500		511		377		17		1
608500		511		232		48		1
609500		511		87		78		1
610500		511		-52		108		1
611500		511		-180		138		1
612500		511		-293		169		1
613500		511		-386		199		1
614500		511		-456		229		1
615500		511		-501		259		1
616500		511		-512		290		1
617500		511		-510		320		1
618500		511		-474		350		1
619500		511		-412		381		1
620500		511		-326		411		1
621500		511		-219		441		1
622500		511		-96		471		1
623500		511		40		502		1
624500		511		183		511		1
625500		511		329		511		1
626500		511		472		511		1
627500		511		511		511		1
628500		511		511		511		1
629500		511		511		511		1
630500		511		511		511		1
631500		511		511		511		1
632500		511		511		511		1
633500		511		511		511		1
634500		511		511		511		1
635500		511		511		511		1
636500		511		511		511		1
637500		511		511		511		1
638500		511		511		511		1
639500		511		511		511		1
640500		511		425		511		1
641500		511		280		-505		1
642500		511		135		-475		1
643500		502		-7		-445		1
644500		466		-139		-415		1
645500		429		-257		-384		1
646500		391		-357		-354		1
647500		353		-435		-324		1
648500		314		-489		-294		1
649500		275		-512		-263		1
650500		237		-512		-233		1
651500		198		-489		-203		1
652500		159		-435		-173		1
653500		121		-357		-142		1
654500		83		-257		-112		1
655500		46		-139		-82		1
656500		10		-7		-52		1
657500		-26		135		-21		1
658500		-60		280		9		1
659500		-93		425		39		1
660500		-124		511		69		1
661500		-154		511		100		1
662500		-183		511		130		1
663500		-210		511		160		1
664500		-234		511		190		1
665500		-257		511		221		1
666500		-278		511		251		1
667500		-297		511		281		1
668500		-314		511		311		1
669500		-328		511		342		1
670500		-340		511		372		1
671500		-350		511		402		1
672500		-357		511		432		1
673500		-362		472		463		1
674500		-364		329		493		1
675500		-364		183		511		1
676500		-362		40		511		1
677500		-357		-96		511		1
678500		-350		-219		511		1
679500		-340		-326		511		1
680500		-328		-412		511		1
681500		-314		-474		511		1
682500		-297		-510		511		1
683500		-278		-512		511		1
684500		-257		-501		511		1
685500		-234		-456		511		1
686500		-210		-386		511		1
687500		-183		-293		511		1
688500		-154		-180		511		1
689500		-124		-52		511		1
690500		-93		87		511		1
691500		-60		232		511		1
692500		-26		377		-512		1
693500		10		511		-484		1
694500		46		511		-453		1
695500		83		511		-423		1
696500		121		511		-393		1
697500		159		511		-363		1
698500		198		511		-332		1
699500		237		511		-302		1
700500		275		511		-272		1
701500		314		511		-242		1
702500		353		511		-211		1
703500		391		511		-181		1
704500		429		511		-151		1
705500		466		511		-121		1
706500		502		511		-90		1
707500		511		377		-60		1
708500		511		232		-30		1
709500		511		87		0		1
710500		511		-52		31		1
711500		511		-180		61		1
712500		511		-293		91		1
713500		511		-386		121		1
714500		511		-456		152		1
715500		511		-501		182		1
716500		511		-512		212		1
717500		511		-510		242		1
718500		511		-474		273		1
719500		511		-412		303		1
720500		511		-326		333		1
721500		511		-219		363		1
722500		511		-96		394		1
723500		511		40		424		1
724500		511		183		454		1
725500		511		329		484		1
726500		511		472		511		1
727500		511		511		511		1
728500		511		511		511		1
729500		511		511		511		1
730500		511		511		511		1
731500		511		511		511		1
732500		511		511		511		1
733500		511		511		511		1
734500		511		511		511		1
735500		511		511		511		1
736500		511		511		511		1
737500		511		511		511		1
738500		511		511		511		1
739500		511		511		511		1
740500		511		425		511		1
741500		511		280		511		1
742500		511		135		511		1
743500		502		-7		511		1
744500		466		-139		-492		1
745500		429		-257		-462		1
746500		391		-357		-432		1
747500		353		-435		-401		1
748500		314		-489		-371		1
749500		275		-512		-341		1
750500		237		-512		-311		1
751500		198		-489		-280		1
752500		159		-435		-250		1
753500		121		-357		-220		1
754500		83		-257		-190		1
755500		46		-139		-159		1
756500		10		-7		-129		1
757500		-26		135		-99		1
758500		-60		280		-69		1
759500		-93		425		-38		1
760500		-124		511		-8		1
761500		-154		511		22		1
762500		-183		511		52		1
763500		-210		511		83		1
764500		-234		511		113		1
765500		-257		511		143		1
766500		-278		511		173		1
767500		-297		511		204		1
768500		-314		511		234		1
769500		-328		511		264		1
770500		-340		511		294		1
771500		-350		511		325		1
772500		-357		511		355		1
773500		-362		472		385		1
774500		-364		329		415		1
775500		-364		183		446		1
776500		-362		40		476		1
777500		-357		-96		506		1
778500		-350		-219		511		1
779500		-340		-326		511		1
780500		-328		-412		511		1
781500		-314		-474		511		1
782500		-297		-510		511		1
783500		-278		-512		511		1
784500		-257		-501		511		1
785500		-234		-456		511		1
786500		-210		-386		511		1
787500		-183		-293		511		1
788500		-154		-180		511		1
789500		-124		-52		511		1
790500		-93		87		511		1
791500		-60		232		511		1
792500		-26		377		511		1
793500		10		511		511		1
794500		46		511		511		1
795500		83		511		-501		1
796500		121		511		-470		1
797500		159		511		-440		1
798500		198		511		-410		1
799500		237		511		-380		1
800500		275		511		-349		1
801500		314		511		-319		1
802500		353		511		-289		1
803500		391		511		-259		1
804500		429		511		-228		1
805500		466		511		-198		1
806500		502		511		-168		1
807500		511		377		-138		1
808500		511		232		-107		1
809500		511		87		-77		1
810500		511		-52		-47		1
811500		511		-180		-17		1
812500		511		-293		14		1
813500		511		-386		44		1
814500		511		-456		74		1
815500		511		-501		104		1
816500		511		-512		135		1
817500		511		-510		165		1
818500		511		-474		195		1
819500		511		-412		225		1
820500		511		-326		256		1
821500		511		-219		286		1
822500		511		-96		316		1
823500		511		40		346		1
824500		511		183		377		1
825500		511		329		407		1
826500		511		472		437		1
827500		511		511		467		1
828500		511		511		498		1
829500		511		511		511		1
830500		511		511		511		1
831500		511		511		511		1
832500		511		511		511		1
833500		511		511		511		1
834500		511		511		511		1
835500		511		511		511		1
836500		511		511		511		1
837500		511		511		511		1
838500		511		511		511		1
839500		511		511		511		1
840500		511		425		511		1
841500		511		280		511		1
842500		511		135		511		1
843500		502		-7		511		1
844500		466		-139		511		1
845500		429		-257		511		1
846500		391		-357		-509		1
847500		353		-435		-479		1
848500		314		-489		-449		1
849500		275		-512		-419		1
850500		237		-512		-388		1
851500		198		-489		-358		1
852500		159		-435		-328		1
853500		121		-357		-298		1
854500		83		-257		-267		1
855500		46		-139		-237		1
856500		10		-7		-207		1
857500		-26		135		-176		1
858500		-60		280		-146		1
859500		-93		425		-116		1
860500		-124		511		-86		1
861500		-154		511		-55		1
862500		-183		511		-25		1
863500		-210		511		5		1
864500		-234		511		35		1
865500		-257		511		66		1
866500		-278		511		96		1
867500		-297		511		126		1
868500		-314		511		156		1
869500		-328		511		187		1
870500		-340		511		217		1
871500		-350		511		247		1
872500		-357		511		277		1
873500		-362		472		308		1
874500		-364		329		338		1
875500		-364		183		368		1
876500		-362		40		398		1
877500		-357		-96		429		1
878500		-350		-219		459		1
879500		-340		-326		489		1
880500		-328		-412		511		1
881500		-314		-474		511		1
882500		-297		-510		511		1
883500		-278		-512		511		1
884500		-257		-501		511		1
885500		-234		-456		511		1
886500		-210		-386		511		1
887500		-183		-293		511		1
888500		-154		-180		511		1
889500		-124		-52		511		1
890500		-93		87		511		1
891500		-60		232		511		1
892500		-26		377		511		1
893500		10		511		511		1
894500		46		511		511		1
895500		83		511		511		1
896500		121		511		511		1
897500		159		511		-512		1
898500		198		511		-488		1
899500		237		511		-457		1
900500		275		511		-427		1
901500		314		511		-397		1
902500		353		511		-367		1
903500		391		511		-336		1
904500		429		511		-306		1
905500		466		511		-276		1
906500		502		511		-246		1
907500		511		377		-215		1
908500		511		232		-185		1
909500		511		87		-155		1
910500		511		-52		-125		1
911500		511		-180		-94		1
912500		511		-293		-64		1
913500		511		-386		-34		1
914500		511		-456		-3		1
915500		511		-501		27		1
916500		511		-512		57		1
917500		511		-510		87		1
918500		511		-474		118		1
919500		511		-412		148		1
920500		511		-326		178		1
921500		511		-219		208		1
922500		511		-96		239		1
923500		511		40		269		1
924500		511		183		299		1
925500		511		329		329		1
926500		511		472		360		1
927500		511		511		390		1
928500		511		511		420		1
929500		511		511		450		1
930500		511		511		481		1
931500		511		511		511		1
932500		511		511		511		1
933500		511		511		511		1
934500		511		511		511		1
935500		511		511		511		1
936500		511		511		511		1
937500		511		511		511		1
938500		511		511		511		1
939500		511		511		511		1
940500		511		425		511		1
941500		511		280		511		1
942500		511		135		511		1
943500		502		-7		511		1
944500		466		-139		511		1
945500		429		-257		511		1
946500		391		-357		511		1
947500		353		-435		511		1
948500		314		-489		511		1
949500		275		-512		-496		1
950500		237		-512		-466		1
951500		198		-489		-436		1
952500		159		-435		-405		1
953500		121		-357		-375		1
954500		83		-257		-345		1
955500		46		-139		-315		1
956500		10		-7		-284		1
957500		-26		135		-254		1
958500		-60		280		-224		1
959500		-93		425		-194		1
960500		-124		511		-163		1
961500		-154		511		-133		1
962500		-183		511		-103		1
963500		-210		511		-73		1
964500		-234		511		-42		1
965500		-257		511		-12		1
966500		-278		511		18		1
967500		-297		511		48		1
968500		-314		511		79		1
969500		-328		511		109		1
970500		-340		511		139		1
971500		-350		511		170		1
972500		-357		511		200		1
973500		-362		472		230		1
974500		-364		329		260		1
975500		-364		183		291		1
976500		-362		40		321		1
977500		-357		-96		351		1
978500		-350		-219		381		1
979500		-340		-326		412		1
980500		-328		-412		442		1
981500		-314		-474		472		1
982500		-297		-510		502		1
983500		-278		-512		511		1
984500		-257		-501		511		1
985500		-234		-456		511		1
986500		-210		-386		511		1
987500		-183		-293		511		1
988500		-154		-180		511		1
989500		-124		-52		511		1
990500		-93		87		511		1
991500		-60		232		511		1
992500		-26		377		511		1
993500		10		511		511		1
994500		46		511		511		1
995500		83		511		511		1
996500		121		511		511		1
997500		159		511		511		1
998500		198		511		511		1
999500		237		511		511		1
